"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MAST4",-2.0156149877354,7.64732392711503,-9.916534231307,1.81475469363811e-19,2.8856812744326e-17,33.59259623525
"ABHD5",-1.34005774254668,7.28269398812545,-9.90021226598259,2.03341928477283e-19,3.19442819929553e-17,33.4809737465066
"EVPL",-3.67573631061074,6.19291626742668,-9.88207655318525,2.30722872555729e-19,3.58142325625494e-17,33.357030645908
"HECA",-1.34715706761954,9.37745971638616,-9.87243808845694,2.46736446420481e-19,3.78493708809017e-17,33.2911952467798
"SLC24A3",-2.43833143663914,5.98159368453701,-9.82624703791207,3.40209381729321e-19,5.15812805624258e-17,32.9760352618175
"CD63",1.01609045177205,13.2970349462118,9.80697925157788,3.88927051986837e-19,5.82898831132916e-17,32.8447428978555
"ANK3",-2.13122606560657,6.90218326640775,-9.80314620564342,3.99415998815917e-19,5.89374713466465e-17,32.8186362818324
"BAG1",-0.987573303657065,9.07159061604878,-9.8021140736601,4.02288131747185e-19,5.89374713466465e-17,32.8116071880961
"KLF11",-1.14551271718744,7.90967048691302,-9.7846277625111,4.54189854684036e-19,6.47624527201706e-17,32.6925651622107
"GRHL2",-2.10199952048518,6.90493979884304,-9.78386978464042,4.5658433269487e-19,6.47624527201706e-17,32.6874069561047
"PHYHIP",-2.45649901367278,5.86395253840241,-9.7828397560839,4.59858358527976e-19,6.47624527201706e-17,32.680397638753
"TPM1",-1.47004721932167,9.08988822405542,-9.78219648432028,4.61914878669826e-19,6.47624527201706e-17,32.6760203394419
"IDE",-1.20194856518386,8.49045210367773,-9.77937272002546,4.71051084792752e-19,6.53407988788584e-17,32.6568066963324
"RENBP",3.04307727247531,7.52353650978648,9.76582647350481,5.17440451069864e-19,7.07567352106446e-17,32.5646650249512
"VPS13D",-0.948838322372899,7.381330441728,-9.76485175929955,5.20948430111349e-19,7.07567352106446e-17,32.5580369673213
"CYP3A5",-1.93846337858901,5.89797632207909,-9.74806548695707,5.85209960131958e-19,7.86654914449546e-17,32.4439316157678
"PAIP2B",-2.16238822295173,6.4014033234531,-9.74228795091887,6.09103332572162e-19,8.1041819932739e-17,32.4046766919347
"MMP28",-2.82404637043418,4.80789744940187,-9.7372094792637,6.30905199060439e-19,8.30946756621118e-17,32.3701791723037
"UBR4",-1.2548294250165,9.04170130540873,-9.73412083601503,6.44542357935688e-19,8.40418780512344e-17,32.3492018633336
"ASS1",-2.62277643453066,7.80547942174466,-9.71241074789634,7.49031383083678e-19,9.6699209940872e-17,32.2018275358206
"PPP1R13B",-0.963579293922802,7.34035273675411,-9.69126986635766,8.66928379827186e-19,1.10822344554575e-16,32.058444353829
"HEBP2",-1.5604747991855,9.23567497754294,-9.66841092617388,1.01523016975415e-18,1.28520254208004e-16,31.9035509289771
"PDZD2",-3.26249517345513,6.01604034885246,-9.65962586717699,1.07870941385235e-18,1.35243192761738e-16,31.8440623568593
"INAVA",-2.46885844658896,7.48915036063849,-9.65763961596099,1.0935999271593e-18,1.35804280478382e-16,31.8306153802909
"PCP4",-2.33097762597565,5.78992467744883,-9.65538473096793,1.11075211808405e-18,1.36632989317905e-16,31.8153511090382
"PDCD4",-1.61172165442234,8.80273389585445,-9.6338820790372,1.2883586128704e-18,1.56999139749693e-16,31.6698635638003
"SYBU",-1.6426376786351,7.09908130921404,-9.567102547015,2.04049903888939e-18,2.46352471926655e-16,31.2188809772942
"SCNN1B",-2.21502997823218,6.01902056974909,-9.55570158920739,2.20685887769688e-18,2.63992962443024e-16,31.1420164492239
"MAB21L4",-1.59376461812571,6.55006004764273,-9.55119812676675,2.27622603949955e-18,2.69815557536679e-16,31.1116648882337
"TNXA",-3.6490502727821,6.69065623096566,-9.53724721723874,2.5051653648838e-18,2.94277938673151e-16,31.0176790842485
"CDC50B",-1.76088856586879,6.4423405941889,-9.50506137552488,3.12439063009588e-18,3.63740441301966e-16,30.8010656348856
"HOPX",-4.1134173524615,7.79635907309299,-9.4917094644606,3.42390416376429e-18,3.95082180454182e-16,30.7112963591901
"ECM2",-1.96107655331329,7.15867918519586,-9.47671600943641,3.79435969150128e-18,4.33988210679694e-16,30.6105538513734
"FBXO42",-0.701423009650118,7.89121913456843,-9.4658683717368,4.08696059144276e-18,4.63390253494106e-16,30.5377094682199
"MIF",1.49859040224042,12.458761037839,9.45108960433236,4.52198973654035e-18,5.08295035989221e-16,30.4385235523973
"PALMD",-2.47664156273599,7.04670495108944,-9.44464456774286,4.72583193810109e-18,5.26667714879489e-16,30.3952890790533
"SCEL",-4.17928049365806,5.28676308018282,-9.44079386215748,4.85195148055974e-18,5.36140638601851e-16,30.3694638358276
"EPN2",-1.18817279755485,6.42898050359514,-9.42927148351714,5.24965971039513e-18,5.75212713981867e-16,30.2922143527307
"FCGBP",-3.07575910682207,6.64332695881933,-9.41698104310755,5.70962411098561e-18,6.20398239859511e-16,30.209859949102
"ACTG2",-2.34923459649213,7.81562199806801,-9.40047417834204,6.39096797068885e-18,6.88692821238115e-16,30.0993249682219
"KPLCE",-2.37830243294284,6.55958457350147,-9.39763796277863,6.51591223206475e-18,6.96401472081085e-16,30.0803411824629
"BLCAP",-0.950861297040461,10.1055025342119,-9.36465157421411,8.16005262828362e-18,8.6503192048935e-16,29.8597329413756
"IL22RA1",-1.71913362235713,7.22904381973503,-9.35498360713632,8.7157707470569e-18,9.1649140944254e-16,29.7951384627834
"BBOX1",-3.60799932420473,5.85406982974591,-9.35269014986024,8.85302283079839e-18,9.23476517526242e-16,29.7798194536957
"AFF1",-0.981659221645005,8.41313395143767,-9.33567345090668,9.94072507770968e-18,1.02841806315398e-15,29.6662083704785
"ERBB2",-1.52087862551556,7.77480054387881,-9.33455343509337,1.00168029772648e-17,1.02841806315398e-15,29.6587337985514
"NUAK1",-1.86396053406947,7.93498607269448,-9.33262167178078,1.0149380902318e-17,1.03388888738535e-15,29.6458428405188
"RGS20",2.69527228045324,8.08140549131225,9.31627950876033,1.13430052456265e-17,1.14652283254049e-15,29.536835563858
"EXPH5",-1.78348821128674,7.18428302139359,-9.30324589788613,1.23940951655615e-17,1.24312774510582e-15,29.4499571668124
"ANXA8L1",-3.28129607391424,8.89139634721587,-9.30029362460713,1.26453067509174e-17,1.25864240248253e-15,29.430285534402
"CD207",-1.99669707910708,7.20763659519385,-9.29481414339062,1.31250400278684e-17,1.2964954312377e-15,29.3937818232082
"KRT2",-4.11210824161145,8.46870497266623,-9.27252362979736,1.52701597005578e-17,1.49704971680882e-15,29.2453822508043
"PGRMC2",-1.27802886096117,8.45106795054415,-9.26433468030128,1.61428025152736e-17,1.57079105967651e-15,29.1909035472264
"CA12",-2.47107830364516,7.9779753952423,-9.26265208468984,1.63281482492731e-17,1.5770572223872e-15,29.1797123566012
"CDHR1",-3.02362979611361,6.27502320151391,-9.25848015093226,1.67968737363326e-17,1.61040026947089e-15,29.1519680835722
"CA6",-3.16666842831356,6.55557098164484,-9.25089314932567,1.768379740886e-17,1.68305864535858e-15,29.1015270186707
"PLCH2",-1.72147300485182,5.9493541031574,-9.24860816653801,1.7959915143538e-17,1.69695169243907e-15,29.0863392303543
"AKR1C1",-2.2351379610018,8.03968636366171,-9.24669253952419,1.81946964300172e-17,1.70676724281291e-15,29.0736077500519
"CTNNBIP1",-1.82066304913142,8.60516671016358,-9.23738641834586,1.93793595738472e-17,1.80344436778283e-15,29.0117748125289
"SOWAHC",-1.42481731922883,7.85303320449928,-9.23645602852532,1.95019292781179e-17,1.80344436778283e-15,29.0055945138278
"TP63",-1.88595256319949,7.15649611005888,-9.2271316417014,2.07736543567896e-17,1.90751886731112e-15,28.943670693707
"PHLDA1",1.58731834773661,9.03814062081889,9.20851424619411,2.35643559811858e-17,2.14864082264813e-15,28.8201146995438
"LAMB4",-1.44941688785159,5.68216770865531,-9.19263378655897,2.62369209814281e-17,2.37571675470029e-15,28.7148106386029
"DSC3",-3.58859509572213,7.59810356942748,-9.18890768584749,2.69063772967592e-17,2.41953278325823e-15,28.6901144683642
"CFD",-3.9359440421795,8.16010278195916,-9.18723071664208,2.72131816858948e-17,2.43036079453687e-15,28.6790011709984
"STMN1",1.32192623322228,9.68692819910951,9.1792042477423,2.87304278464477e-17,2.54840849448865e-15,28.625822245316
"WBP1L",-0.950288912813853,9.45925081077409,-9.15701791545974,3.33754035101954e-17,2.94041815114485e-15,28.4789365887417
"DEFB1",-3.20190549158553,6.79642141737683,-9.14628627223338,3.58825751928577e-17,3.1400865633535e-15,28.4079447056257
"MYOF",-1.72366248547395,8.16254511671979,-9.13971665879713,3.75087690726619e-17,3.26051226625626e-15,28.364504001413
"PTPRK",-1.57457123515057,8.51766664746098,-9.12526277833593,4.13487066387166e-17,3.57050189312732e-15,28.2689793498565
"IFI16",1.23974615104784,11.0797984256386,9.12247596105049,4.21327621195345e-17,3.61427029787243e-15,28.2505693548404
"UBE2S",2.72130054619095,9.77633772938769,9.11794252950378,4.34398741892177e-17,3.70204261145889e-15,28.2206265026012
"CNIH3",2.99422819588404,7.26476165819525,9.11179021880526,4.52783673819762e-17,3.83366644346485e-15,28.1800019319807
"PKP1",-4.06342484165218,6.8899614784836,-9.10735398917256,4.66517828419594e-17,3.92446836436328e-15,28.1507166212494
"CRY2",-1.89458684284869,6.36642941778456,-9.09830576538939,4.95825407466207e-17,4.14427403073838e-15,28.0910058353347
"SH3YL1",-1.62149597485182,8.55457149097564,-9.07214877377844,5.91230462359913e-17,4.91022547688592e-15,27.9185437596669
"DKK3",-2.22401635867496,7.0885211958583,-9.06950694852216,6.01825434637735e-17,4.9665834444566e-15,27.9011379262223
"CLDN8",-2.37005906086088,5.22947741204384,-9.06202262839685,6.3287543232459e-17,5.18997657992474e-15,27.851839629863
"KLK11",-4.01989701534773,6.39729838804072,-9.05702948853368,6.54469503019938e-17,5.33351740617311e-15,27.8189608207589
"CKLF",0.966842155412853,8.5818633520289,9.05283641221167,6.73167379624746e-17,5.45181954219072e-15,27.7913566993032
"PHACTR1",3.19160064747622,8.92504594178584,9.0467363270732,7.0131976284892e-17,5.64475826406609e-15,27.7512087370357
"DAAM1",-1.52092537763995,8.22230041050868,-9.04317017317617,7.18315989828731e-17,5.74608723397351e-15,27.7277437182582
"ETS2",-1.77447594983615,7.64689700697755,-9.0339406343681,7.64226034282639e-17,6.0760629640313e-15,27.6670338621624
"EDNRB",2.4630859842012,10.623343476639,9.02567406528215,8.0781227390954e-17,6.34630338792797e-15,27.6126824989015
"LZTS1",1.81635000128039,7.78025540235209,9.02564860174345,8.07950274097739e-17,6.34630338792797e-15,27.6125151157414
"TACSTD2",-4.07109368731009,6.96174258073001,-9.01866993386975,8.46667032041712e-17,6.61059367113286e-15,27.5666494613875
"TXNDC5",1.0394503305241,11.5520746389989,9.01004612879299,8.97063214007282e-17,6.92419834872726e-15,27.509994219643
"SPP1",3.78135032555856,10.4712894599315,9.0099812496193,8.97453425059366e-17,6.92419834872726e-15,27.509568082413
"SPINT1",-3.00655574323814,6.7466512832845,-9.00112991909999,9.52299497361996e-17,7.30413714476651e-15,27.4514444132442
"NPY1R",-3.31825266571213,4.63780167068813,-8.99321066509594,1.00418280768696e-16,7.65704071896504e-15,27.3994638624219
"GPD1",-2.18781414914694,5.48122880036394,-8.99223279917866,1.01078089368516e-16,7.66254190276789e-15,27.3930468028529
"PGAP6",1.7728219060699,9.1114164347482,8.96403380883631,1.2207237215293e-16,9.20058763295988e-15,27.2081362361757
"HMGCR",-1.5007025831876,7.79832018734424,-8.95655970220036,1.28327998954037e-16,9.61648723196376e-15,27.1591714175211
"TLCD3A",-1.35376427526665,8.6435175708564,-8.95557619209113,1.29174510953483e-16,9.6246082761284e-15,27.1527296102878
"KRT15",-6.18519155707091,5.95790755781273,-8.94212718000088,1.41321691153898e-16,1.04698496077027e-14,27.0646743759392
"LGALS3BP",1.907466902632,11.7825155320815,8.92424886190332,1.59240850584519e-16,1.17307426597262e-14,26.9477152572222
"CDCP1",-2.25660559338724,6.91535058617763,-8.91006293605666,1.75048730494494e-16,1.28228112186388e-14,26.8549900816796
"CTSV",-1.80673874712832,8.42887944528052,-8.90715350127785,1.7847834454094e-16,1.30010007512252e-14,26.835981399628
"FERMT1",-2.66035326439915,6.41380825386257,-8.90380693460753,1.82505770972462e-16,1.32205152650552e-14,26.814120361856
"PID1",-2.81710658808444,6.02273741074654,-8.8940558784606,1.94762115611e-16,1.40304045605073e-14,26.7504449458271
"TMEM43",-0.798145921089537,9.83169627673485,-8.88647409275319,2.04853260083285e-16,1.46762728473954e-14,26.7009579394923
"ALOXE3",-1.52156766047341,6.93213907874426,-8.87519115703244,2.208385799152e-16,1.57350505110071e-14,26.6273502810695
"OSR2",-2.05320942751303,7.20896787634416,-8.871953313932,2.25650240889581e-16,1.59905081030394e-14,26.6062354359174
"VAV3",-1.73822877746845,7.74567608232295,-8.86846901993815,2.30944389425151e-16,1.62772102362949e-14,26.5835175131227
"JAG1",-1.52783838513583,8.780535224335,-8.86369318948007,2.38401708748788e-16,1.67124724751368e-14,26.5523855551125
"BACE2",2.07048102897974,11.2096383149501,8.86119915428898,2.42390538230879e-16,1.69012311657349e-14,26.5361309930755
"PTK6",-3.57350685542024,5.02597031554032,-8.86002823742738,2.44286014849002e-16,1.69427944022135e-14,26.5285004411966
"ELMO3",-2.08534958493683,6.04673351992244,-8.84752895578864,2.65459305857116e-16,1.83138830109573e-14,26.4470759541657
"ADIRF",-4.1846219600727,6.24018642291923,-8.83703333537333,2.84637665454832e-16,1.95336343150818e-14,26.3787464229967
"IRX4",-2.49054933346884,5.89258532863476,-8.83472442720933,2.89037733957041e-16,1.9731743523905e-14,26.3637199709348
"COL17A1",-3.70757257045808,5.55470161436773,-8.82992577781359,2.98399507567215e-16,2.02647457248381e-14,26.3324962173783
"AHNAK",-1.75080754669782,10.2441432260059,-8.82397100453787,3.10436025111609e-16,2.09288617827152e-14,26.2937611316789
"CEACAM6",-1.73795762233098,6.98846139608326,-8.82350944781136,3.11388847752645e-16,2.09288617827152e-14,26.2907592841458
"AZGP1",-2.57094807295518,7.78153117219244,-8.81358696944214,3.32588802169385e-16,2.22391045717262e-14,26.2262442497859
"CHST6",1.63249951781335,10.0930206642978,8.80306383701879,3.56637872664302e-16,2.3725516437091e-14,26.1578619719362
"CERS2",1.16359053021937,10.347055010767,8.78399829728349,4.04685170343095e-16,2.67852281020488e-14,26.0340690823327
"RPN2",0.832415184200013,11.9557370762552,8.77604620696159,4.26574648338468e-16,2.80914486852792e-14,25.9824743543157
"LRRC8D",1.05738155791821,9.60769638129478,8.77377739690418,4.33032526410622e-16,2.8373422672704e-14,25.9677580153944
"NFKBIE",1.07286304238504,8.31288955097723,8.76720358158451,4.52296747820926e-16,2.94874864741852e-14,25.9251282352014
"SRD5A1",-1.53818711653159,7.60681378140602,-8.76531967780365,4.57972492406455e-16,2.97089717835212e-14,25.9129143799634
"AKR1C2",-2.76601955616642,7.62686493802512,-8.74946955415211,5.08609486585027e-16,3.28304905721889e-14,25.8102042454498
"KRT7",-2.87606941365723,5.01235293584139,-8.74761940688422,5.14870853719361e-16,3.30709411903781e-14,25.7982210262809
"MYCL",-1.19063194095407,7.08447925542238,-8.74593114469181,5.20651046043758e-16,3.32782793596302e-14,25.7872873968162
"BCL6",-1.44076320542577,8.70624857751125,-8.74146273151926,5.36262273144169e-16,3.41088964854967e-14,25.7583537387156
"GP1BB",-2.48326772361945,5.15395650496598,-8.73799323110379,5.48703041036566e-16,3.47307716120184e-14,25.7358931620432
"CHRDL1",-2.67714621991556,6.99261540027287,-8.71876956099581,6.23003284683529e-16,3.92431875796547e-14,25.6115233659359
"LMOD1",-2.0481124461113,5.58557367646044,-8.71384851347569,6.43575784786385e-16,4.03441570087965e-14,25.5797075997936
"JMJD7",-1.60015893945677,6.19163525906271,-8.70180729423443,6.96799408070989e-16,4.34716147456346e-14,25.5018953124072
"EHD2",-1.63186031209823,7.28930580407301,-8.69558806285195,7.25975894680248e-16,4.50761890035036e-14,25.4617263186937
"KRT31",-1.81796426647524,6.69802914956263,-8.67479434335889,8.32607160780824e-16,5.14519657318539e-14,25.3275256797274
"CYB5A",-1.35861735212795,8.78636946551729,-8.6566207360647,9.38432670374748e-16,5.77180357972469e-14,25.2103647813216
"MYLK",-2.3511723163302,8.34919109894621,-8.65070142301132,9.75700994140926e-16,5.97284754112842e-14,25.1722306165156
"ECHDC2",-2.03893788668064,7.78139688502448,-8.63886743563555,1.05466421438985e-15,6.42605920160244e-14,25.0960309219864
"GDPD2",-1.51500930174151,6.82061879023791,-8.62502974992749,1.15506422270784e-15,7.00506158134301e-14,25.0069949889685
"TOB1",-1.58732181893854,9.25394392149793,-8.61629311735404,1.22327570266632e-15,7.38439439216028e-14,24.9508173696081
"MINK1",-1.07365620482655,8.28917118315843,-8.61377966194963,1.24362907984086e-15,7.47266339725576e-14,24.9346607959132
"GJB3",-1.91351271117916,7.22518511019903,-8.61241449449527,1.25482423555287e-15,7.50534550796969e-14,24.9258864394026
"TENT4A",-0.817869758174361,8.97799679660378,-8.60983507140348,1.27625044461285e-15,7.57338131932121e-14,24.9093095766283
"SLK",-1.02880069721672,8.3464431225645,-8.6096483224338,1.27781569924892e-15,7.57338131932121e-14,24.9081095160141
"KIF23",2.09004408978754,6.56940613145307,8.60431935082716,1.32329202805527e-15,7.80742296552611e-14,24.8738706833436
"PLAGL1",-1.76550380868718,7.31332119658177,-8.59273353653155,1.42777400866625e-15,8.38592130585552e-14,24.7994679568335
"NLK",0.925640462091716,7.13266039947518,8.57793251562686,1.57322576397762e-15,9.19878508363414e-14,24.7044905628371
"WDR47",-1.2147643175177,8.07309228012653,-8.5723732191106,1.63157376832963e-15,9.49736177020092e-14,24.6688380533481
"AEN",1.65560778286169,8.30585363283573,8.55233172543166,1.86029442938895e-15,1.078061291769e-13,24.5404057378457
"ST20",1.01080284443538,7.58062238952381,8.5476571100545,1.91805753461925e-15,1.10661735371241e-13,24.5104710755123
"LRP4",-1.76514681625097,7.18256647640932,-8.54528213301262,1.9480821517108e-15,1.11898868617432e-13,24.4952656840118
"SNX10",2.47337148004994,9.48672860904042,8.53402959418984,2.09679240705454e-15,1.19912614892913e-13,24.423252191809
"ADRB2",-1.46078095468747,7.31989850932249,-8.51319096319307,2.40251614970194e-15,1.36334087287165e-13,24.2900168521746
"ABLIM1",-2.48700685555312,8.23208510181933,-8.51304221363183,2.40485007102139e-15,1.36334087287165e-13,24.2890663898876
"GJB5",-2.89652520992897,5.14770684629273,-8.51224531751198,2.41739191264961e-15,1.36451831814019e-13,24.2839746211458
"GDF15",3.71030305702538,9.08569071053765,8.4978405266384,2.65560995678549e-15,1.49252147528129e-13,24.1919769335732
"CMC2",1.14750442644656,9.43557444031815,8.49478900781539,2.70898558822271e-15,1.51598554012172e-13,24.1724982611197
"KLF5",-2.8266271703073,7.98236984244115,-8.49340863025208,2.73347844460595e-15,1.52315493329987e-13,24.1636881061574
"CASQ2",-1.7360201448477,5.64031753109517,-8.49214487218886,2.75609444852909e-15,1.52922193678174e-13,24.1556229053644
"SDCBP",1.18730335565971,12.5386019309399,8.48519180130146,2.88388320993215e-15,1.59334547348751e-13,24.1112599090931
"PPL",-4.31452054819191,7.15386366702059,-8.4828933996682,2.92740302809343e-15,1.61056574191182e-13,24.0965993849293
"ACOT7",1.56516295403286,9.60952896876874,8.47831889386025,3.01596668363572e-15,1.65211851495904e-13,24.0674265911629
"CEP170",1.46182899756912,9.19685120839839,8.47769387971672,3.02827153213599e-15,1.65211851495904e-13,24.0634413395766
"NME1",1.20232919367437,11.1107304177371,8.47311111054709,3.12002672633118e-15,1.69508452019301e-13,24.0342250022036
"GJB1",2.62852826955453,8.79947800464847,8.46473959585002,3.29480968147987e-15,1.77925601681235e-13,23.9808752770184
"PPP1CB",-1.14799794393251,8.51312855788158,-8.46439322149988,3.30224676791616e-15,1.77925601681235e-13,23.9786684944439
"CLEC3B",-2.77060940463525,8.00464979415265,-8.45045630875668,3.61570022507667e-15,1.94012819896192e-13,23.8899135183694
"FBLN1",-1.91533338541555,8.01802275188255,-8.44879626414184,3.6549482798514e-15,1.9467903196258e-13,23.8793467887848
"FAT2",-1.96624793956543,6.29790464013205,-8.44866889353131,3.65797705581962e-15,1.9467903196258e-13,23.8785360769699
"SEMA3G",-1.82029636421226,7.23314135464848,-8.44055145977823,3.85622238226922e-15,2.0439546196101e-13,23.826881686206
"MPV17",1.2119424503535,9.16755706405924,8.43965597870052,3.87873370173773e-15,2.04756310675945e-13,23.8211849530843
"EMX2",-2.4535118071109,5.49931909607281,-8.43569794016204,3.97980412166917e-15,2.09244620735663e-13,23.7960090357286
"AGR2",-2.23322171285745,4.20573680860454,-8.4332781845907,4.04287474574561e-15,2.11648947206325e-13,23.7806206737656
"TYMS",1.78183814993757,9.61779037843113,8.4327035274509,4.05799806745772e-15,2.11648947206325e-13,23.7769664927846
"PLEKHO2",0.989999550589905,9.90248345689604,8.42750950850598,4.19725810784575e-15,2.18040033737852e-13,23.7439441155028
"GPSM2",-1.42729333488208,7.27732685378612,-8.41414043216905,4.57786710200319e-15,2.36868290250078e-13,23.6589948202903
"POU2F3",-2.49511336335913,4.99530551120901,-8.41131912334908,4.66245644222406e-15,2.40291579249642e-13,23.6410766520955
"TMT1A",-1.81953380685275,7.86509987995317,-8.40345257936762,4.9065807592719e-15,2.51877584724985e-13,23.5911325224675
"CYP3A7-CYP3A51P",-1.73598045787997,5.26662956499702,-8.39926403006058,5.04168934235673e-15,2.57125110965062e-13,23.5645495751982
"CDK5R1",1.65417585684706,6.97975018728406,8.39906372488649,5.0482420743198e-15,2.57125110965062e-13,23.5632784948924
"PARP1",1.06120007813448,10.1867113090441,8.39182871524639,5.29066897182529e-15,2.68424251842918e-13,23.5173776767663
"RBP4",-2.39502276404872,4.4116653769222,-8.38843272941714,5.40840358676248e-15,2.73334009177504e-13,23.4958397078302
"LINC00302",-2.59659109222435,5.13154680560439,-8.38735190709503,5.44641615117774e-15,2.74192355966048e-13,23.4889858808871
"LRIG1",-2.7308815150284,6.86026746204252,-8.38454824067646,5.54625964364432e-15,2.78144921128763e-13,23.4712091036549
"MYO9B",0.844746292992125,8.49351268334147,8.36722757124362,6.2045532898442e-15,3.09966169909113e-13,23.3614550130373
"SCGB2A2",-4.32491281071532,6.39231296889236,-8.35055757285348,6.91104064962054e-15,3.43942973398482e-13,23.2559354921563
"LRBA",-0.741373067128784,8.3630544105769,-8.34450379528319,7.18686424062624e-15,3.56309972751048e-13,23.2176428088853
"GPR21",-0.788939953855413,8.44829337189201,-8.33618177463089,7.58391476659156e-15,3.74570699399952e-13,23.165026210906
"LAMA3",-2.75031532620521,6.06065035547271,-8.29049553499575,1.01834111804214e-14,5.00053352794654e-13,22.8766620271584
"SGMS1",-1.59352988255945,6.97456564774004,-8.29022374535814,1.02012571396102e-14,5.00053352794654e-13,22.8749490278391
"HEXA",1.14138490108868,9.82480826614399,8.28694960249663,1.04186901926483e-14,5.08798881730117e-13,22.8543155245771
"ANP32A",1.04353535585899,9.68972531870529,8.27889358193553,1.09734220101995e-14,5.33889737279818e-13,22.8035651407066
"TIAM1",-1.97205065040345,7.64360175744588,-8.271823506244,1.14843034876313e-14,5.56668524814962e-13,22.7590473693213
"ZNF750",-4.3752343599244,5.02239375052908,-8.27070496688914,1.15672591553862e-14,5.58612933804005e-13,22.7520061629463
"EML1",-1.291211899371,6.36876404746437,-8.26716139392113,1.18340040210265e-14,5.6938589826629e-13,22.7297026913259
"GSN",-1.18379166057441,10.5786711337996,-8.26323524379731,1.21366665275759e-14,5.81801451665669e-13,22.7049971591722
"GPR87",-2.94234909471385,5.68768958241374,-8.2566411515078,1.26623429393511e-14,6.04777617531863e-13,22.6635174234959
"ARHGEF5",-2.1502166850376,6.83376860702205,-8.24761514066947,1.34186237486359e-14,6.38559981965195e-13,22.6067683070431
"SMARCA2",-0.969886663344201,7.87695469837015,-8.24511877459053,1.36355762314647e-14,6.46524649025704e-13,22.5910787512877
"DSTN",-0.965289118974136,11.3902126127713,-8.24382645608192,1.37492491999955e-14,6.49552392459209e-13,22.5829575742813
"SSR4",1.05334832046804,11.6621665280319,8.22605507400808,1.54109989873373e-14,7.25429659912966e-13,22.4713474479802
"SFTPD",-1.85157306311542,4.10216280019852,-8.2200084967628,1.60205700973289e-14,7.51410839924716e-13,22.4334021871678
"TSPAN8",-2.1429511679339,6.71220545093407,-8.20041003979005,1.81652028802659e-14,8.48946524572712e-13,22.3105145324173
"SPINT2",-2.75735280496742,7.95688590699954,-8.18502913987247,2.00453676307113e-14,9.33469816203019e-13,22.2141819995291
"HLA-DQB2",-2.6198335433188,7.25977668104434,-8.16343329324645,2.30145040863797e-14,1.06792213089788e-12,22.0790882512349
"ZNF185",-1.77555820699198,8.19359853928748,-8.1587392604052,2.37153535453005e-14,1.09654076197579e-12,22.0497499154166
"DUSP7",-1.28630101923472,7.7420009987201,-8.14772148138066,2.54444769414044e-14,1.17233404536739e-12,21.9809230282592
"ATIC",0.883146473414769,10.2908563780944,8.14253522032868,2.63010513264022e-14,1.20753312762309e-12,21.9485423734594
"SGCG",-1.7028250916553,4.52386367365575,-8.14108515286694,2.65456131653624e-14,1.21448508794092e-12,21.9394908026697
"EPCAM",-2.41416878225898,5.47468195480662,-8.13954020911207,2.68086538739891e-14,1.22223090161869e-12,21.9298479555423
"ALDH2",-2.74874076402662,9.4394641688921,-8.13661672875425,2.73134842253368e-14,1.24090773802845e-12,21.9116036055156
"TPX2",1.48826426851568,9.14823838390627,8.13515853656934,2.75687932258282e-14,1.24815796830407e-12,21.9025048959501
"ATP2C2",-1.49514124938289,5.82979677274122,-8.12809706500747,2.88389729900145e-14,1.2997421491207e-12,21.8584557719182
"AQP3",-3.37629188256351,8.3270076965026,-8.12772476288782,2.89075253658257e-14,1.2997421491207e-12,21.8561339432325
"SERPINB5",-5.19518502054301,6.52075607224622,-8.1266438794126,2.9107464954765e-14,1.30423448640956e-12,21.8493934367574
"B4GALT5",1.06706154894621,9.94500551746096,8.12295519482354,2.98001538991625e-14,1.32496977877208e-12,21.8263940540049
"KIF20A",1.79663516732709,8.11292712837458,8.12294020181172,2.98030024373919e-14,1.32496977877208e-12,21.8263005823479
"EXOSC7",-0.55938002935333,8.40414807674306,-8.12256132113085,2.98750759229228e-14,1.32496977877208e-12,21.8239385392524
"CYP39A1",-2.52782324025066,4.54886508418976,-8.10618597751123,3.31606323549904e-14,1.46569995009058e-12,21.7219073732904
"SRM",1.23759201627498,10.2630216523956,8.1037049979085,3.36886813149752e-14,1.48400917454717e-12,21.7064586829416
"NCOA1",-0.661487413094646,8.67539263063163,-8.08886124996759,3.70264339175082e-14,1.62554771666798e-12,21.6140825931019
"ST3GAL5",1.37635989874138,9.63056221251043,8.08392536676505,3.82072599526411e-14,1.67175994135063e-12,21.5833858720327
"IL20RA",-2.42307951320936,4.98914915628842,-8.07342054341506,4.08458631061604e-14,1.78123481284691e-12,21.5180893995912
"SERPINB7",-3.50159125377066,5.34717957106722,-8.07272142486826,4.102773440072e-14,1.78320209616996e-12,21.5137454234703
"C2CD2",-1.48766208492688,7.85570762671361,-8.07012769319725,4.17095078662187e-14,1.80197111852464e-12,21.497631055185
"MGST2",-1.43726764140804,8.93126554055262,-8.07002787905927,4.1735967313018e-14,1.80197111852464e-12,21.4970109851798
"PARD3",-1.40704431317397,7.45361292147117,-8.06242895462844,4.37998902847866e-14,1.88484082317932e-12,21.4498169006753
"UBE2H",1.15352457047833,8.86277691765784,8.05942218010418,4.46441657898217e-14,1.9148528872812e-12,21.4311496586368
"PTGS1",-1.48094327929817,7.77710170177234,-8.05861995970795,4.48721312020276e-14,1.91832038932209e-12,21.4261698017955
